Date,Close,High,Low,Open,Volume,return,side,timestamp
,GOOG,GOOG,GOOG,GOOG,GOOG,,,
2023-01-03,89.09033203125,90.92776417873544,88.41495349133301,89.21945330850191,20738500,-0.0014472323295395876,-1,2023-01-03
2023-01-04,88.10706329345703,90.61986641464313,87.20325223631956,90.3914339004661,27046500,-0.025271981076486573,-1,2023-01-04
2023-01-05,86.18023681640625,87.61045182410166,85.97166505737383,87.4714039847467,23136100,-0.014761020282303973,-1,2023-01-05
2023-01-06,87.56079864501953,87.86868921535695,84.98839839038199,86.76623304587501,26612600,0.009157544026653973,1,2023-01-06
2023-01-09,88.19644927978516,90.21265061112891,87.977943358204,88.58876121895915,22996700,-0.004428461734602439,-1,2023-01-09
2023-01-10,88.63345336914062,88.8668567324073,86.11071627710662,86.13058458495952,22855600,0.02905900147133292,1,2023-01-10
2023-01-11,91.63292694091797,91.82163039122264,89.1300506993995,89.44787541192927,25998800,0.024428210496068234,1,2023-01-11
2023-01-12,91.28530883789062,91.99048219354599,89.95441262285705,91.77197627932115,22754200,-0.005303007096080011,-1,2023-01-12
2023-01-13,92.16926574707031,92.34804263733666,90.31197291916662,90.90590804551623,18630700,0.013897421286650884,1,2023-01-13
2023-01-17,91.53361511230469,92.33810731959731,90.22257954851013,92.14939627737729,22935800,-0.006682422131329569,-1,2023-01-17
2023-01-18,91.15618133544922,92.95189124658914,90.77876687695878,92.30830059432286,19641600,-0.01248120972280685,-1,2023-01-18
2023-01-19,93.27171325683594,93.7583806880333,90.7589028736261,90.76883702702898,28707700,0.027574179771209982,1,2023-01-19
2023-01-20,98.605224609375,98.744272468271,95.25813426339823,95.29785572804852,53704800,0.034705596008001695,1,2023-01-20
2023-01-23,100.52210235595703,100.71081340264897,98.07882321356192,98.45623772940617,31791800,0.020982567221678888,1,2023-01-23
2023-01-24,98.53569030761719,100.40290962876882,98.02915454493625,98.87338334191755,27391400,-0.0034154089087107464,-1,2023-01-24
2023-01-25,96.07255554199219,97.05582465656556,94.61453083956603,96.53935471327681,31000900,-0.0048353251652760686,-1,2023-01-25
2023-01-26,98.48604583740234,98.53570145737699,96.16194610494327,97.61202205739993,24542100,0.00895405874789127,1,2023-01-26
2023-01-27,100.02549743652344,100.88958698363005,98.29732591984958,98.37678399769513,29020400,0.01675917194921657,1,2023-01-27
2023-01-30,97.28424835205078,98.73333142649015,96.85717068197916,98.07385063828548,24365100,-0.008051099055413825,-1,2023-01-30
2023-01-31,99.19121551513672,99.23094455612757,97.12535084885097,97.19487477620002,22306800,0.020539567991969224,1,2023-01-31
2023-02-01,100.74060821533203,101.49544482401241,97.75106424391362,99.06209226028501,26392600,0.016944079382421366,1,2023-02-01
2023-02-02,108.06051635742188,108.08037708825424,105.81587489639395,106.06417570826528,46622600,0.018822006920108693,1,2023-02-02
2023-02-03,104.50484466552734,107.28580915216041,102.59789628997224,102.80646805815427,36823400,0.016520133795593108,1,2023-02-03
2023-02-06,102.7667465209961,103.9883823348809,101.51530824301913,101.9870782943574,25573000,0.007644774609469594,1,2023-02-06
2023-02-07,107.30567932128906,107.93139463668801,102.84420598747944,102.92564938087827,33738800,0.042555281086470595,1,2023-02-07
2023-02-08,99.32032012939453,102.87598940863623,97.78582300200476,101.99203916568776,73546000,-0.02619536836549541,-1,2023-02-08
2023-02-09,94.81118774414062,99.92618634287975,93.22206395223701,99.85666241378209,97798600,-0.05052717112388782,-1,2023-02-09
2023-02-10,94.21527099609375,96.3605863056375,93.88751206986586,95.08928722182783,49325300,-0.009191531993453097,-1,2023-02-10
2023-02-13,94.35431671142578,94.70193636274934,93.41077657532756,94.36425086647505,43116600,-0.00010527456063125108,-1,2023-02-13
2023-02-14,94.30464172363281,94.52811850783154,92.02027888800052,94.0166194610737,42513100,0.0030635249832436477,1,2023-02-14
2023-02-15,96.44003295898438,96.67839961455326,93.71865820674988,94.09607270952888,36964500,0.024910287772489836,1,2023-02-15
2023-02-16,95.12901306152344,97.21473852424944,94.3245207947317,94.89064638572218,35642100,0.0025120144595950984,1,2023-02-16
2023-02-17,93.94709777832031,95.09921725909615,92.81484660723504,94.42383870287512,31095100,-0.005048946654826981,-1,2023-02-17
2023-02-21,91.42435455322266,92.78007475446466,91.37469136385721,92.60626116922441,28367200,-0.012762707413940323,-1,2023-02-21
2023-02-22,91.17606353759766,91.7322549459406,90.25238419014835,91.30914786599993,29891100,-0.0014575136392421838,-1,2023-02-22
2023-02-23,90.4510269165039,91.50382002098485,89.39823381202298,91.50382002098485,32423700,-0.01150545522842107,-1,2023-02-23
2023-02-24,88.74272155761719,89.51741899095259,88.25605401725991,89.0208172949642,31295600,-0.003123940509617714,-1,2023-02-24
2023-02-27,89.48761749267578,89.83523713868681,89.00094998826033,89.47768333777833,22724300,0.00011102382769510595,1,2023-02-27
2023-02-28,89.6862564086914,90.8284340829204,88.91155150939896,88.93141981779948,30546900,0.008487850440692585,1,2023-02-28
2023-03-01,89.89482879638672,90.58013389010253,89.2393110103965,89.5472091723947,26323900,0.0038819704958396404,1,2023-03-01
2023-03-02,91.6825942993164,91.85144461943293,89.15985700522896,89.24924924264828,23328600,0.027264599728479763,1,2023-03-02
2023-03-03,93.3809585571289,93.47035078260345,92.03020921946553,92.10965971400657,30242500,0.013802014328026219,1,2023-03-03
2023-03-06,94.93036651611328,95.64547405392449,93.65906759446636,93.71865736343753,28288200,0.012929220144253541,1,2023-03-06
2023-03-07,93.52994537353516,95.43689373660693,93.20616470053571,94.77144939806718,24101500,-0.013099979291414529,-1,2023-03-07
2023-03-08,94.0066909790039,95.58588054037929,93.76335345004838,93.76335345004838,25395200,0.0025952306525081517,1,2023-03-08
2023-03-09,92.03022003173828,95.26805728523553,91.72729272669056,93.84777628448488,24438900,-0.019367067869961677,-1,2023-03-09
2023-03-10,90.39143371582031,92.546683040593,90.18286193383003,91.87130449901218,32850100,-0.01610808501372463,-1,2023-03-10
2023-03-13,91.0370101928711,92.4473569375284,89.3286994531277,89.94945146160775,31508600,0.01209077669281324,1,2023-03-13
2023-03-14,93.60940551757812,94.18546521629575,92.14939554007007,92.43742538942888,32303900,0.012678632309498216,1,2023-03-14
2023-03-15,95.8937759399414,96.58901517755588,92.40763044267027,92.90423206312043,38367300,0.03217876958274448,1,2023-03-15
2023-03-16,100.38304138183594,101.27692572623893,95.21838806812323,95.91362723735965,54499500,0.04659832260764915,1,2023-03-16
2023-03-17,101.76359558105469,102.78659363065384,100.06521907479703,100.154603722608,76140300,0.016065081370627864,1,2023-03-17
2023-03-20,101.2372055053711,101.88278912017725,100.104954429728,100.37311596762693,26033900,0.008608774664551176,1,2023-03-20
2023-03-21,105.12062072753906,105.239807836819,101.16767632232389,101.28686343160382,33122800,0.037850488859535784,1,2023-03-21
2023-03-22,103.51163482666016,106.77927414117394,103.50170067332252,104.4253799177142,32336900,-0.008750220413601162,-1,2023-03-22
2023-03-23,105.53778839111328,106.37306821219377,104.69356707273279,105.17030042962385,31385800,0.0034942180443360096,1,2023-03-23
2023-03-24,105.3391342163086,105.43846060328934,104.02810623008074,105.02130947957274,25236200,0.003026288077256138,1,2023-03-24
2023-03-27,102.3595199584961,104.68361940024222,101.9324422769274,104.60416132517383,25393400,-0.02145843280268764,-1,2023-03-27
2023-03-28,100.67107391357422,102.29992650610916,99.5984126714057,102.29992650610916,24913500,-0.015922324171344038,-1,2023-03-28
2023-03-29,101.20741271972656,102.1211578913809,100.34332316406291,102.02183908186011,26148300,-0.007982862977798974,-1,2023-03-29
2023-03-30,100.63134765625,100.91937749279721,99.60834957534662,100.75053476785062,25009800,-0.0011829923471399426,-1,2023-03-30
2023-03-31,103.29313659667969,103.48184763642851,100.75053873603554,101.01870027577499,28108000,0.022515002813297175,1,2023-03-31
2023-04-03,104.19696044921875,104.23668191245343,101.68414976863062,101.97217963109028,20719900,0.021817527350863376,1,2023-04-03
2023-04-04,104.40553283691406,105.37886782015485,103.88906288138487,104.12742954987694,20377200,0.0026707975817641316,1,2023-04-04
2023-04-05,104.23667907714844,105.81587620043213,103.39444313724364,105.39873264995701,21864200,-0.011025308783056303,-1,2023-04-05
2023-04-06,108.15983581542969,108.88486994702083,104.10260143442055,105.05110478252844,34684200,0.029592559158104874,1,2023-04-06
2023-04-10,106.22308349609375,107.23615504440266,104.88226063748664,106.66009534654383,19741500,-0.0040972385129621714,-1,2023-04-10
2023-04-11,105.39873504638672,106.49125714141704,104.56444034892777,106.1932931257089,18721300,-0.007482187018926035,-1,2023-04-11
2023-04-12,104.50484466552734,106.85575348889417,104.2565438589955,106.6600938476143,22761600,-0.02020670622291196,-1,2023-04-12
2023-04-13,107.45465850830078,107.52914571858524,105.71655287796429,105.74634776207807,21650700,0.016154796665567003,1,2023-04-13
2023-04-14,108.71602630615234,108.835213423486,106.8587335097848,106.95805989633256,20758700,0.016436034942328502,1,2023-04-14
2023-04-17,105.69668579101562,105.98471563667432,104.60416375483595,104.71341671620785,29043400,0.009390096375831334,1,2023-04-17
2023-04-18,104.40553283691406,106.32241549456636,104.06783977713886,106.27275229892479,17641400,-0.01757006778895304,-1,2023-04-18
2023-04-19,104.30621337890625,105.00642356528094,103.09451164663112,103.50668437218644,16732000,0.007724419070800147,1,2023-04-19
2023-04-20,105.18022155761719,106.16150529951382,103.92878339007942,103.93871754390013,22515300,0.0119445769878072,1,2023-04-20
2023-04-21,105.1901626586914,105.91519680716492,104.76804823513352,105.36893197403585,22379000,-0.0016966036572192862,-1,2023-04-21
2023-04-24,106.05424499511719,106.5905756754658,104.6438981565373,105.32921084435048,21410900,0.006883505012091255,1,2023-04-24
2023-04-25,103.89899444580078,106.7097615121501,103.84933125139733,105.88540098130595,31408100,-0.01875996612465837,-1,2023-04-25
2023-04-26,103.74007415771484,106.292606151167,102.56809404530065,104.84253034725442,37068200,-0.010515352747478316,-1,2023-04-26
2023-04-27,107.6334457397461,108.4081431113503,103.71028810752743,104.5147879436502,38235200,0.02983939265874349,1,2023-04-27
2023-04-28,107.48445892333984,107.5539828490293,105.31927549503187,107.06731536920317,23957900,0.0038960868001427355,1,2023-04-28
2023-05-01,106.9779281616211,107.94133658968804,106.76935637475195,106.98786231648342,20926300,-9.285310171853938e-05,-1,2023-05-01
