Date,Close,High,Low,Open,Volume,return,side,timestamp
,AAPL,AAPL,AAPL,AAPL,AAPL,,,
2023-01-03,123.33065032958984,129.07956676089162,122.44316513126005,128.4681939201586,112117500,-0.039990782417021246,-1,2023-01-03
2023-01-04,124.60272216796875,126.87073926087292,123.34052422952556,125.12535029654666,89113600,-0.004176836487084989,-1,2023-01-04
2023-01-05,123.28134155273438,125.99309725880703,123.02496279365805,125.36199835089351,80962700,-0.01659718914447498,-1,2023-01-05
2023-01-06,127.81735229492188,128.47803270861587,123.15313725839339,124.25756397513359,87754700,0.02864846377079038,1,2023-01-06
2023-01-09,128.3399658203125,131.55463782580617,128.08358712122987,128.65552272372005,70790800,-0.0024527272263717226,-1,2023-01-09
2023-01-10,128.9119415283203,129.4345696464241,126.33823803970584,128.44847658636624,63896200,0.0036081778022680356,1,2023-01-10
2023-01-11,131.63351440429688,131.65322542393002,128.64565485266922,129.42466143241492,69458900,0.017066708519345115,1,2023-01-11
2023-01-12,131.55465698242188,132.3928269168101,129.61205277186403,132.0181218476768,71379600,-0.0035106155031479893,-1,2023-01-12
2023-01-13,132.8858642578125,133.04364272167805,129.82898551497536,130.1938350469048,57809700,0.020677086668027225,1,2023-01-13
2023-01-17,134.04946899414062,135.38068535895238,132.26464328240974,132.9549052915621,63646600,0.008232593601403418,1,2023-01-17
2023-01-18,133.3296356201172,136.68234566241608,133.15213106325567,134.91724588612811,69672800,-0.011767289315636418,-1,2023-01-18
2023-01-19,133.38880920410156,134.3551761664197,131.90966964997585,132.21535608370812,58280400,0.008875316416729314,1,2023-01-19
2023-01-20,135.95262145996094,136.1005444209002,132.35338844252215,133.3986444948596,80223600,0.019145449151844584,1,2023-01-20
2023-01-23,139.14755249023438,141.32682414987212,135.9821880527044,136.19912966756723,81760300,0.02164788299208377,1,2023-01-23
2023-01-24,140.54782104492188,141.16906439218428,138.34883807200805,138.35869358432294,66435100,0.015822117164359984,1,2023-01-24
2023-01-25,139.8871612548828,140.44922647148869,136.87957443059517,138.93064978868992,65799300,0.00688481244165865,1,2023-01-25
2023-01-26,141.9579620361328,142.2439224000094,139.92659771489312,141.178940100887,54105100,0.00551797551879289,1,2023-01-26
2023-01-27,143.90054321289062,145.18246711281154,141.09018721144076,141.16907645645273,70555800,0.019348902925496493,1,2023-01-27
2023-01-30,141.01129150390625,143.5258315295515,140.863383580403,142.94404030165967,64015300,-0.01352101699150712,-1,2023-01-30
2023-01-31,142.28334045410156,142.3326481092963,140.301299106578,140.71545632636276,65874500,0.011142231057421284,1,2023-01-31
2023-02-01,143.40750122070312,144.57109881294525,139.35467333783802,141.967813832125,77663600,0.010140942159471067,1,2023-02-01
2023-02-02,148.7225341796875,149.07751316889315,146.10937904089744,146.82922262442523,118339000,0.012894650815561272,1,2023-02-02
2023-02-03,152.35134887695312,155.1913011660709,145.77411121969988,145.97132678498124,154357300,0.043707365223649604,1,2023-02-03
2023-02-06,149.61988830566406,150.97084596204795,148.68310295478358,150.4482178700856,69858300,-0.0055057452733459885,-1,2023-02-06
2023-02-07,152.499267578125,153.07120329051187,148.54504029445562,148.54504029445562,83322600,0.02661971935132305,1,2023-02-07
2023-02-08,149.80723571777344,152.43024651571073,149.0676660222592,151.73998447588093,64120100,-0.012737241042849215,-1,2023-02-08
2023-02-09,148.7718505859375,152.1837390894266,148.32811173185976,151.64138491373802,56007100,-0.018923160913050695,-1,2023-02-09
2023-02-10,149.1372528076172,149.46316214008027,147.3694580195322,147.60648709847575,57450700,0.010370585597096305,1,2023-02-10
2023-02-13,151.9420623779297,152.34696638235076,149.04839042017383,149.0780171748983,62199000,0.019211720529333967,1,2023-02-13
2023-02-14,151.3000946044922,151.8630330104811,148.98911761787627,150.23348636384839,61707600,0.007099670429404791,1,2023-02-14
2023-02-15,153.40367126464844,153.5715611952289,150.98405804107867,151.21120146838675,65573800,0.014499387445976106,1,2023-02-15
2023-02-16,151.80377197265625,154.39127521881363,151.44823591009165,151.60624021713144,68167900,0.001302926286160125,1,2023-02-16
2023-02-17,150.65818786621094,151.1026042766419,148.97927305482702,150.46067113597059,59144100,0.0013127465719055384,1,2023-02-17
2023-02-21,146.63864135742188,149.4236767462983,146.56951728902385,148.33731221810694,58867200,-0.011451406495672771,-1,2023-02-21
2023-02-22,147.06329345703125,148.09038924690807,145.33499611487431,147.0237810788301,51011300,0.0002687482114200759,1,2023-02-22
2023-02-23,147.54722595214844,148.47557105445037,145.41402441253163,148.22867140254277,48394200,-0.004597258033459278,-1,2023-02-23
2023-02-24,144.8905792236328,145.36462227322275,143.91285130614398,145.28561258669828,55469600,-0.002719012268539197,-1,2023-02-24
2023-02-27,146.0856170654297,147.32011560242415,145.6214444099548,145.87822975016945,44998500,0.001421646777695379,1,2023-02-27
2023-02-28,145.5819091796875,147.2311969873109,145.0091001993268,145.2263730908277,50547000,0.0024481509886460718,1,2023-02-28
2023-03-01,143.50794982910156,145.40413732845008,143.2116672358624,145.0091039171703,55479000,-0.010352136848774745,-1,2023-03-01
2023-03-02,144.1005096435547,144.8905915062189,142.11542689154663,142.58948505088003,52238100,0.010597026787322232,1,2023-03-02
2023-03-03,149.15699768066406,149.23600736765022,145.50288630750634,146.20407279147852,70732300,0.020197282010037475,1,2023-03-03
2023-03-06,151.92227172851562,154.36164111130708,151.55686512341583,151.88275935147126,87558000,0.00026015050828069933,1,2023-03-06
2023-03-07,149.719970703125,152.11982833887177,149.25579810311828,151.79391895570362,56182000,-0.013662920536255707,-1,2023-03-07
2023-03-08,150.9741973876953,151.5667625921133,149.94710144553787,150.91494388116536,47204800,0.00039262848996991063,1,2023-03-08
2023-03-09,148.7224578857422,152.62346903568368,148.3669218148619,151.65562670311525,53833600,-0.01934098246888723,-1,2023-03-09
2023-03-10,146.65838623046875,149.06812912915592,145.77942411442874,148.3471863994858,68572400,-0.011384106500471494,-1,2023-03-10
2023-03-13,148.6039581298828,151.2408445051467,145.86830586973156,145.97694231528436,84457100,0.01799610111660348,1,2023-03-13
2023-03-14,150.69766235351562,151.49761478500946,148.23855155589501,149.4039106364519,73695900,0.00865942338157286,1,2023-03-14
2023-03-15,151.0926971435547,151.34946732376167,148.06076257128353,149.3150168625453,77167900,0.01190556930148474,1,2023-03-15
2023-03-16,153.91725158691406,154.51968735037045,149.7594547490333,150.27301025301884,76161100,0.02425080410487095,1,2023-03-16
2023-03-17,153.07777404785156,154.7962009363973,152.36670189187112,154.14438228182223,98944600,-0.006919540097287418,-1,2023-03-17
2023-03-20,155.447998046875,155.8628026785515,152.23830291826783,153.14690680049927,73641400,0.01502538506620515,1,2023-03-20
2023-03-21,157.30470275878906,157.42320976774403,154.59867718770118,155.36901795458434,73938300,0.01245862804365889,1,2023-03-21
2023-03-22,155.87266540527344,160.1292123200188,155.85290921676807,157.32443633451206,75701800,-0.009227879425874969,-1,2023-03-22
2023-03-23,156.95904541015625,159.54656410725272,155.72454710395584,156.86029458739586,67622100,0.0006295463298736456,1,2023-03-23
2023-03-24,158.26266479492188,158.35154504613158,155.8924343453171,156.88990343786057,59196500,0.008749838753040072,1,2023-03-24
2023-03-27,156.3170928955078,158.77621864094067,155.9121738846932,157.95651005912973,52390300,-0.010378914822872521,-1,2023-03-27
